,home_team,home_team_score,home_team_record,home_team_GFvGA,away_team,away_team_score,away_team_record,away_team_GFvGA,winner,year,date
214,Farmington,0,0.19230769230769232,0.2717678100263852,Eagan,23,0.7083333333333334,0.6666666666666666,1,2018,Thu May 10
215,Breck,5,0.72,0.5989847715736041,Blake,7,0.5769230769230769,0.6049382716049383,1,2019,Mon May 13
216,Northfield,8,0.56,0.5971896955503513,Rochester Mayo,1,0.52,0.4576271186440678,0,2019,Mon May 13
217,Holy Family,1,0.13043478260869565,0.2868020304568528,St. Cloud,10,0.4,0.41326530612244894,1,2018,Thu May 10
218,Centennial,24,0.75,0.6349892008639308,Spring Lake Park,5,0.1153846153846154,0.29195402298850576,0,2019,Mon May 20
219,Rogers,12,0.7083333333333334,0.6714876033057852,Becker,6,0.6818181818181818,0.6194444444444445,0,2018,Tue May 22
220,Forest Lake,6,0.19230769230769232,0.3790849673202614,Chisago Lakes,8,0.5416666666666666,0.5542452830188679,1,2019,Wed May 15
221,Coon Rapids,6,0.15384615384615385,0.3166023166023166,Champlin Park,11,0.4615384615384616,0.4656319290465632,1,2019,Mon May 13
222,Roseville,8,0.5,0.5333333333333333,East Ridge,9,0.8076923076923077,0.6064814814814815,1,2019,Tue May 21
223,Mounds View,4,0.48,0.5055928411633109,Cretin-Derham Hall,6,0.4615384615384616,0.4822222222222222,1,2019,Fri Apr 26
224,Forest Lake,8,0.19230769230769232,0.3790849673202614,Grand Rapids,7,0.3478260869565217,0.4595469255663429,0,2018,Sat May 19
225,Irondale,18,0.9230769230769232,0.7096069868995634,Totino-Grace,4,0.19230769230769232,0.3392857142857143,0,2018,Sat Apr 21
226,Stillwater,17,0.92,0.7283702213279678,Park of Cottage Grove,4,0.5769230769230769,0.5265700483091788,0,2019,Tue May 21
227,Orono,16,0.5384615384615384,0.5379876796714579,Robbinsdale Armstrong,8,0.4615384615384616,0.4762886597938144,0,2018,Sat May 19
228,Buffalo,9,0.6666666666666666,0.6193293885601578,Chisago Lakes,13,0.5416666666666666,0.5542452830188679,1,2018,Thu Apr 26
229,Osseo Park Center,16,0.3703703703703704,0.5057251908396947,Coon Rapids,7,0.15384615384615385,0.3166023166023166,0,2019,Thu May 23
230,Holy Family,6,0.13043478260869565,0.2868020304568528,Monticello,10,0.5652173913043478,0.4962593516209477,1,2018,Thu Apr 26
231,Mahtomedi,10,0.6923076923076923,0.6294117647058823,St. Michael-Albertville,9,0.88,0.8653465346534653,0,2019,Sat May 18
232,Prior Lake,14,0.8076923076923077,0.7090069284064665,Farmington,2,0.19230769230769232,0.2717678100263852,0,2019,Tue May 14
233,Buffalo,14,0.6666666666666666,0.6193293885601578,Monticello,12,0.5652173913043478,0.4962593516209477,0,2019,Fri May 17
234,Mankato,5,0.4166666666666667,0.4609571788413098,Northfield,14,0.56,0.5971896955503513,1,2019,Thu May 16
235,Osseo Park Center,15,0.3703703703703704,0.5057251908396947,Anoka,14,0.2,0.3634408602150538,0,2018,Mon May 14
236,Holy Angels,11,0.6521739130434783,0.534516765285996,Holy Family,9,0.13043478260869565,0.2868020304568528,0,2019,Tue Apr 30
237,Forest Lake,4,0.19230769230769232,0.3790849673202614,East Ridge,13,0.8076923076923077,0.6064814814814815,1,2019,Tue Apr 30
238,Rocori,3,0.4583333333333333,0.4561855670103093,Becker,15,0.6818181818181818,0.6194444444444445,1,2019,Tue May  7
239,White Bear Lake,15,0.72,0.6255411255411255,Hill-Murray,1,0.2916666666666667,0.3333333333333333,0,2019,Thu Apr 18
240,Henry Sibley,2,0.2727272727272727,0.2891566265060241,Tartan,15,0.2692307692307692,0.3807339449541284,1,2019,Wed May  1
241,Wayzata,5,0.52,0.5757575757575758,White Bear Lake,8,0.72,0.6255411255411255,1,2019,Thu Apr 25
242,Rosemount,10,0.72,0.6347826086956522,Shakopee,2,0.6153846153846154,0.5754716981132075,0,2018,Tue May  8
243,Big Lake,1,0.0,0.14418604651162792,Buffalo,24,0.6666666666666666,0.6193293885601578,1,2019,Mon May 13
244,St. Louis Park,23,0.125,0.21521739130434786,Providence Academy,10,0.4545454545454545,0.471057884231537,0,2018,Fri May 18
245,Benilde-St. Margarets,9,1.0,0.7230769230769231,East Ridge,6,0.8076923076923077,0.6064814814814815,0,2018,Sat Apr 21
246,Hermantown Proctor,11,0.4166666666666667,0.4541284403669725,TrIMAC,10,0.2,0.3805147058823529,0,2018,Sat May  5
247,Minnetonka,13,0.88,0.6847290640394089,Blake,4,0.5769230769230769,0.6049382716049383,0,2019,Sat May  4
248,Orono,16,0.5384615384615384,0.5379876796714579,Chaska,3,0.3461538461538461,0.4004739336492891,0,2018,Mon May 21
249,Hill-Murray,6,0.2916666666666667,0.3333333333333333,St. Thomas Academy,14,0.8461538461538461,0.7041942604856513,1,2018,Thu Apr 26
250,Rosemount,9,0.72,0.6347826086956522,Bloomington Jefferson,4,0.5384615384615384,0.5596330275229358,0,2018,Thu Apr 12
251,Cretin-Derham Hall,5,0.4615384615384616,0.4822222222222222,St. Thomas Academy,12,0.8461538461538461,0.7041942604856513,1,2019,Thu May 23
252,Osseo Park Center,5,0.3703703703703704,0.5057251908396947,Maple Grove,13,0.6,0.6025316455696202,1,2019,Mon Apr 29
253,Grand Rapids,5,0.3478260869565217,0.4595469255663429,Hermantown Proctor,6,0.4166666666666667,0.4541284403669725,1,2018,Fri May  4
254,Grand Rapids,4,0.3478260869565217,0.4595469255663429,Becker,10,0.6818181818181818,0.6194444444444445,1,2019,Sat May 11
255,Duluth,5,0.8461538461538461,0.6708860759493671,Minnetonka,15,0.88,0.6847290640394089,1,2019,Sat May 11
256,Hopkins,1,0.15384615384615385,0.201530612244898,Eden Prairie,14,0.68,0.596875,1,2018,Tue May  8
257,Hermantown Proctor,6,0.4166666666666667,0.4541284403669725,Duluth,11,0.8461538461538461,0.6708860759493671,1,2019,Tue May  7
258,Bloomington Jefferson,7,0.5384615384615384,0.5596330275229358,Edina,8,0.4615384615384616,0.5092592592592593,1,2019,Sat May  4
259,Blake,3,0.5769230769230769,0.6049382716049383,Eden Prairie,7,0.68,0.596875,1,2018,Fri May 25
260,Prior Lake,4,0.8076923076923077,0.7090069284064665,Minnetonka,7,0.88,0.6847290640394089,1,2019,Thu Apr 18
261,Monticello,6,0.5652173913043478,0.4962593516209477,Rogers,10,0.7083333333333334,0.6714876033057852,1,2018,Mon Apr 23
262,Centennial,15,0.75,0.6349892008639308,Champlin Park,1,0.4615384615384616,0.4656319290465632,0,2019,Fri Apr 26
263,Minnetonka,15,0.88,0.6847290640394089,Edina,6,0.4615384615384616,0.5092592592592593,0,2018,Thu May 17
264,Providence Academy,11,0.4545454545454545,0.471057884231537,Monticello,19,0.5652173913043478,0.4962593516209477,1,2018,Sat Apr 28
265,Duluth,13,0.8461538461538461,0.6708860759493671,Simley,6,0.4166666666666667,0.4911111111111111,0,2018,Sat May  5
266,Osseo Park Center,6,0.3703703703703704,0.5057251908396947,Elk River Zimmerman,9,0.76,0.6173708920187794,1,2019,Wed Apr 17
267,Eden Prairie,7,0.68,0.596875,Minnetonka,10,0.88,0.6847290640394089,1,2019,Sat Apr 27
268,Buffalo,17,0.6666666666666666,0.6193293885601578,Becker,9,0.6818181818181818,0.6194444444444445,0,2018,Mon Apr 23
269,East Ridge,8,0.8076923076923077,0.6064814814814815,Eagan,7,0.7083333333333334,0.6666666666666666,0,2019,Thu Apr 18
270,Becker,15,0.6818181818181818,0.6194444444444445,Monticello,6,0.5652173913043478,0.4962593516209477,0,2019,Tue Apr 16
271,Holy Angels,16,0.6521739130434783,0.534516765285996,Bloomington Jefferson,10,0.5384615384615384,0.5596330275229358,0,2018,Thu May 17
272,Holy Family,2,0.13043478260869565,0.2868020304568528,Orono,18,0.5384615384615384,0.5379876796714579,1,2019,Thu May 16
273,Andover,6,0.6923076923076923,0.5466101694915254,Centennial,13,0.75,0.6349892008639308,1,2019,Mon May  6
274,White Bear Lake,11,0.72,0.6255411255411255,Mounds View,5,0.48,0.5055928411633109,0,2019,Thu May  2
275,Lakeville South,17,0.4615384615384616,0.4942339373970346,Hastings,8,0.6153846153846154,0.5961538461538461,0,2019,Sat Apr 20
276,Moorhead,2,0.4,0.4748201438848921,Brainerd,13,0.08333333333333333,0.13901345291479822,1,2019,Tue May  7
277,Tartan,2,0.2692307692307692,0.3807339449541284,Stillwater,14,0.92,0.7283702213279678,1,2018,Mon May 21
278,Chaska,6,0.3461538461538461,0.4004739336492891,Hopkins,2,0.15384615384615385,0.201530612244898,0,2018,Sat May  5
279,Tartan,13,0.2692307692307692,0.3807339449541284,St. Louis Park,1,0.125,0.21521739130434786,0,2019,Fri Apr 26
280,Bloomington Kennedy,10,0.4166666666666667,0.4337078651685393,Minneapolis,9,0.5416666666666666,0.5553470919324578,0,2019,Sat Apr 20
281,Grand Rapids,14,0.3478260869565217,0.4595469255663429,Brainerd,2,0.08333333333333333,0.13901345291479822,0,2019,Tue May 14
282,Owatonna,6,0.5769230769230769,0.6091954022988506,Northfield,5,0.56,0.5971896955503513,0,2018,Wed May  9
283,Prior Lake,20,0.8076923076923077,0.7090069284064665,Apple Valley,2,0.24,0.299163179916318,0,2019,Thu May  9
284,St. Cloud,17,0.4,0.41326530612244894,Brainerd,4,0.08333333333333333,0.13901345291479822,0,2018,Mon Apr 23
285,St. Louis Park,1,0.125,0.21521739130434786,Chaska,14,0.3461538461538461,0.4004739336492891,1,2019,Mon May  6
286,Rogers,7,0.7083333333333334,0.6714876033057852,Andover,10,0.6923076923076923,0.5466101694915254,1,2019,Thu Apr 18
287,Moorhead,1,0.4,0.4748201438848921,Osseo Park Center,10,0.3703703703703704,0.5057251908396947,1,2019,Fri Apr 26
288,Park of Cottage Grove,5,0.5769230769230769,0.5265700483091788,Stillwater,10,0.92,0.7283702213279678,1,2018,Wed May 23
289,Farmington,3,0.19230769230769232,0.2717678100263852,Lakeville North,9,0.64,0.5704989154013015,1,2019,Thu May  9
290,Robbinsdale Armstrong,4,0.4615384615384616,0.4762886597938144,Irondale,12,0.9230769230769232,0.7096069868995634,1,2019,Mon May  6
291,Apple Valley,11,0.24,0.299163179916318,Holy Angels,12,0.6521739130434783,0.534516765285996,1,2019,Mon Apr 22
292,Monticello,6,0.5652173913043478,0.4962593516209477,Becker,7,0.6818181818181818,0.6194444444444445,1,2019,Thu May 23
293,Tartan,1,0.2692307692307692,0.3807339449541284,Park of Cottage Grove,17,0.5769230769230769,0.5265700483091788,1,2018,Thu May  3
294,Maple Grove,5,0.6,0.6025316455696202,Centennial,9,0.75,0.6349892008639308,1,2018,Mon May 21
295,Apple Valley,9,0.24,0.299163179916318,Shakopee,8,0.6153846153846154,0.5754716981132075,0,2018,Fri May  4
296,Northfield,4,0.56,0.5971896955503513,Apple Valley,5,0.24,0.299163179916318,1,2018,Sat May 19
297,Breck,11,0.72,0.5989847715736041,Hopkins,4,0.15384615384615385,0.201530612244898,0,2019,Tue Apr 23
298,Duluth,10,0.8461538461538461,0.6708860759493671,Hermantown Proctor,3,0.4166666666666667,0.4541284403669725,0,2018,Tue Apr 24
299,St. Michael-Albertville,17,0.88,0.8653465346534653,Chisago Lakes,2,0.5416666666666666,0.5542452830188679,0,2019,Tue Apr 30
300,Totino-Grace,6,0.19230769230769232,0.3392857142857143,Robbinsdale Armstrong,11,0.4615384615384616,0.4762886597938144,1,2019,Wed Apr 24
301,TrIMAC,10,0.2,0.3805147058823529,Woodbury,16,0.4166666666666667,0.43315508021390375,1,2018,Mon May 14
302,Apple Valley,11,0.24,0.299163179916318,Burnsville,12,0.36,0.4025423728813559,1,2019,Tue May  7
303,Eastview,13,0.4615384615384616,0.5609756097560976,Burnsville,6,0.36,0.4025423728813559,0,2018,Thu May  3
304,Delano Rockford,10,0.7307692307692307,0.6274944567627494,Buffalo,5,0.6666666666666666,0.6193293885601578,0,2019,Mon Apr 15
305,Cretin-Derham Hall,9,0.4615384615384616,0.4822222222222222,Bloomington Kennedy,10,0.4166666666666667,0.4337078651685393,1,2018,Sat Apr 28
306,Lakeville North,14,0.64,0.5704989154013015,Farmington,4,0.19230769230769232,0.2717678100263852,0,2018,Tue May  1
307,Minnetonka,14,0.88,0.6847290640394089,Orono,8,0.5384615384615384,0.5379876796714579,0,2018,Thu Apr 19
308,Edina,4,0.4615384615384616,0.5092592592592593,Wayzata,5,0.52,0.5757575757575758,1,2019,Sat Apr 27
309,Providence Academy,20,0.4545454545454545,0.471057884231537,St. Louis Park,0,0.125,0.21521739130434786,0,2019,Sat Apr 27
310,Mankato,5,0.4166666666666667,0.4609571788413098,St. Paul,10,0.5,0.4967320261437909,1,2018,Tue May 22
311,Stillwater,16,0.92,0.7283702213279678,Woodbury,3,0.4166666666666667,0.43315508021390375,0,2018,Thu May 10
312,Mankato,11,0.4166666666666667,0.4609571788413098,Rochester JM Lourdes,4,0.25,0.3605442176870749,0,2019,Mon May 13
313,Simley,7,0.4166666666666667,0.4911111111111111,St. Thomas Academy,16,0.8461538461538461,0.7041942604856513,1,2019,Wed May  1
314,Rochester JM Lourdes,9,0.25,0.3605442176870749,Owatonna,8,0.5769230769230769,0.6091954022988506,0,2019,Mon Apr 29
315,St. Thomas Academy,7,0.8461538461538461,0.7041942604856513,Farmington,6,0.19230769230769232,0.2717678100263852,0,2019,Tue Apr 16
316,White Bear Lake,12,0.72,0.6255411255411255,Park of Cottage Grove,6,0.5769230769230769,0.5265700483091788,0,2019,Tue May 14
317,Cretin-Derham Hall,10,0.4615384615384616,0.4822222222222222,Woodbury,11,0.4166666666666667,0.43315508021390375,1,2018,Thu May 17
318,Bloomington Jefferson,9,0.5384615384615384,0.5596330275229358,Eastview,7,0.4615384615384616,0.5609756097560976,0,2019,Fri Apr 26
319,Hastings,20,0.6153846153846154,0.5961538461538461,Hill-Murray,8,0.2916666666666667,0.3333333333333333,0,2018,Mon Apr 30
320,St. Michael-Albertville,28,0.88,0.8653465346534653,Sartell Sauk Rapids,0,0.20833333333333331,0.271264367816092,0,2019,Mon Apr 22
321,Burnsville,13,0.36,0.4025423728813559,Bloomington Kennedy,12,0.4166666666666667,0.4337078651685393,0,2019,Mon May 20
322,Osseo Park Center,4,0.3703703703703704,0.5057251908396947,Champlin Park,15,0.4615384615384616,0.4656319290465632,1,2019,Mon May 20
323,Hopkins,1,0.15384615384615385,0.201530612244898,Wayzata,14,0.52,0.5757575757575758,1,2019,Thu May 16
324,East Ridge,8,0.8076923076923077,0.6064814814814815,Park of Cottage Grove,3,0.5769230769230769,0.5265700483091788,0,2019,Mon Apr 22
325,East Ridge,14,0.8076923076923077,0.6064814814814815,Mounds View,8,0.48,0.5055928411633109,0,2018,Wed May 16
326,St. Cloud,5,0.4,0.41326530612244894,Moorhead,4,0.4,0.4748201438848921,0,2019,Tue May 14
327,Totino-Grace,7,0.19230769230769232,0.3392857142857143,Champlin Park,18,0.4615384615384616,0.4656319290465632,1,2018,Sat May 12
328,Lakeville North,9,0.64,0.5704989154013015,Eagan,15,0.7083333333333334,0.6666666666666666,1,2018,Thu May 24
329,Maple Grove,10,0.6,0.6025316455696202,Spring Lake Park,5,0.1153846153846154,0.29195402298850576,0,2018,Mon Apr 30
330,Hopkins,4,0.15384615384615385,0.201530612244898,Edina,17,0.4615384615384616,0.5092592592592593,1,2019,Thu May  2
331,Roseville,7,0.5,0.5333333333333333,Hill-Murray,6,0.2916666666666667,0.3333333333333333,0,2018,Wed May 23
332,St. Thomas Academy,11,0.8461538461538461,0.7041942604856513,Hastings,10,0.6153846153846154,0.5961538461538461,0,2018,Wed May 16
333,Rosemount,7,0.72,0.6347826086956522,Eagan,10,0.7083333333333334,0.6666666666666666,1,2019,Tue May 14
334,Chanhassen,15,0.72,0.6299559471365639,Bloomington Kennedy,2,0.4166666666666667,0.4337078651685393,0,2019,Thu Apr 25
335,Burnsville,4,0.36,0.4025423728813559,Rosemount,17,0.72,0.6347826086956522,1,2019,Tue Apr 30
336,St. Michael-Albertville,8,0.88,0.8653465346534653,Orono,4,0.5384615384615384,0.5379876796714579,0,2018,Tue Apr 24
337,Burnsville,9,0.36,0.4025423728813559,Holy Angels,8,0.6521739130434783,0.534516765285996,0,2019,Tue Apr 16
338,Tartan,2,0.2692307692307692,0.3807339449541284,Duluth,14,0.8461538461538461,0.6708860759493671,1,2019,Fri May  3
339,East Ridge,9,0.8076923076923077,0.6064814814814815,St. Thomas Academy,5,0.8461538461538461,0.7041942604856513,0,2019,Mon May 20
340,Edina,5,0.4615384615384616,0.5092592592592593,Blake,4,0.5769230769230769,0.6049382716049383,0,2019,Tue May 21
341,Eagan,17,0.7083333333333334,0.6666666666666666,Apple Valley,1,0.24,0.299163179916318,0,2018,Sat Apr 21
342,Irondale,11,0.9230769230769232,0.7096069868995634,Osseo Park Center,7,0.3703703703703704,0.5057251908396947,0,2018,Mon Apr 23
343,Grand Rapids,20,0.3478260869565217,0.4595469255663429,Brainerd,0,0.08333333333333333,0.13901345291479822,0,2018,Thu May 24
344,Rogers,4,0.7083333333333334,0.6714876033057852,St. Michael-Albertville,16,0.88,0.8653465346534653,1,2018,Thu May  3
345,Stillwater,21,0.92,0.7283702213279678,Chanhassen,9,0.72,0.6299559471365639,0,2019,Thu May 16
346,Anoka,4,0.2,0.3634408602150538,Blaine,14,0.68,0.6119791666666666,1,2018,Fri May 18
347,Hastings,20,0.6153846153846154,0.5961538461538461,North St. Paul,1,0.045454545454545456,0.13817330210772832,0,2018,Wed May  2
348,Minnetonka,15,0.88,0.6847290640394089,Hopkins,0,0.15384615384615385,0.201530612244898,0,2019,Thu May  9
349,Providence Academy,4,0.4545454545454545,0.471057884231537,Grand Rapids,3,0.3478260869565217,0.4595469255663429,0,2019,Tue Apr 30
350,Blake,15,0.5769230769230769,0.6049382716049383,Providence Academy,4,0.4545454545454545,0.471057884231537,0,2019,Thu Apr 25
351,Eden Prairie,7,0.68,0.596875,Stillwater,5,0.92,0.7283702213279678,0,2018,Sat May 19
352,Totino-Grace,5,0.19230769230769232,0.3392857142857143,Andover,14,0.6923076923076923,0.5466101694915254,1,2019,Thu May 23
353,Bloomington Kennedy,3,0.4166666666666667,0.4337078651685393,Chanhassen,14,0.72,0.6299559471365639,1,2018,Thu Apr 26
354,Maple Grove,2,0.6,0.6025316455696202,Benilde-St. Margarets,14,1.0,0.7230769230769231,1,2018,Tue Apr 24
355,Roseville,10,0.5,0.5333333333333333,Park of Cottage Grove,11,0.5769230769230769,0.5265700483091788,1,2018,Thu May 17
356,Wayzata,10,0.52,0.5757575757575758,Eden Prairie,3,0.68,0.596875,0,2018,Thu May  3
357,Minneapolis,21,0.5416666666666666,0.5553470919324578,St. Louis Park,0,0.125,0.21521739130434786,0,2019,Tue Apr 30
358,Hermantown Proctor,4,0.4166666666666667,0.4541284403669725,Grand Rapids,6,0.3478260869565217,0.4595469255663429,1,2018,Tue Apr 17
359,Totino-Grace,2,0.19230769230769232,0.3392857142857143,Elk River Zimmerman,10,0.76,0.6173708920187794,1,2018,Sat May  5
360,St. Michael-Albertville,19,0.88,0.8653465346534653,Rogers,9,0.7083333333333334,0.6714876033057852,0,2019,Mon May 13
361,Simley,19,0.4166666666666667,0.4911111111111111,TrIMAC,4,0.2,0.3805147058823529,0,2019,Sat Apr 20
362,Champlin Park,10,0.4615384615384616,0.4656319290465632,Robbinsdale Armstrong,9,0.4615384615384616,0.4762886597938144,0,2018,Mon Apr 30
363,Chaska,4,0.3461538461538461,0.4004739336492891,Bloomington Jefferson,14,0.5384615384615384,0.5596330275229358,1,2019,Thu Apr 25
364,Bloomington Kennedy,6,0.4166666666666667,0.4337078651685393,Cretin-Derham Hall,12,0.4615384615384616,0.4822222222222222,1,2019,Sat May  4
365,Bloomington Jefferson,13,0.5384615384615384,0.5596330275229358,Holy Angels,4,0.6521739130434783,0.534516765285996,0,2019,Tue May 14
366,St. Cloud,8,0.4,0.41326530612244894,Brainerd,5,0.08333333333333333,0.13901345291479822,0,2019,Mon May 13
367,Lakeville North,6,0.64,0.5704989154013015,Chanhassen,11,0.72,0.6299559471365639,1,2018,Sat Apr 28
368,Robbinsdale Armstrong,9,0.4615384615384616,0.4762886597938144,Orono,6,0.5384615384615384,0.5379876796714579,0,2019,Mon May 13
369,Shakopee,11,0.6153846153846154,0.5754716981132075,Chaska,7,0.3461538461538461,0.4004739336492891,0,2018,Fri May 11
370,Eastview,8,0.4615384615384616,0.5609756097560976,Rosemount,13,0.72,0.6347826086956522,1,2019,Fri May 10
371,Andover,10,0.6923076923076923,0.5466101694915254,Anoka,9,0.2,0.3634408602150538,0,2018,Sat Apr 21
372,Breck,7,0.72,0.5989847715736041,TrIMAC,5,0.2,0.3805147058823529,0,2018,Fri Apr 27
373,Stillwater,14,0.92,0.7283702213279678,Roseville,3,0.5,0.5333333333333333,0,2019,Tue May 14
374,St. Paul,9,0.5,0.4967320261437909,St. Louis Park,2,0.125,0.21521739130434786,0,2019,Thu Apr 25
375,Holy Angels,17,0.6521739130434783,0.534516765285996,Breck,6,0.72,0.5989847715736041,0,2018,Tue May 22
376,Elk River Zimmerman,16,0.76,0.6173708920187794,Coon Rapids,6,0.15384615384615385,0.3166023166023166,0,2019,Fri Apr 26
377,Monticello,4,0.5652173913043478,0.4962593516209477,Rogers,15,0.7083333333333334,0.6714876033057852,1,2019,Mon May 20
378,Providence Academy,2,0.4545454545454545,0.471057884231537,Blake,19,0.5769230769230769,0.6049382716049383,1,2018,Thu Apr 26
379,Centennial,10,0.75,0.6349892008639308,Osseo Park Center,9,0.3703703703703704,0.5057251908396947,0,2018,Wed May 16
380,Spring Lake Park,4,0.1153846153846154,0.29195402298850576,Robbinsdale Armstrong,7,0.4615384615384616,0.4762886597938144,1,2018,Mon May 21
381,Tartan,2,0.2692307692307692,0.3807339449541284,St. Thomas Academy,15,0.8461538461538461,0.7041942604856513,1,2019,Mon Apr 29
382,Anoka,0,0.2,0.3634408602150538,Blaine,12,0.68,0.6119791666666666,1,2019,Mon May  6
383,Orono,6,0.5384615384615384,0.5379876796714579,Breck,5,0.72,0.5989847715736041,0,2019,Sat May 11
384,Mahtomedi,12,0.6923076923076923,0.6294117647058823,Tartan,4,0.2692307692307692,0.3807339449541284,0,2019,Tue May  7
385,Minnetonka,7,0.88,0.6847290640394089,Eden Prairie,4,0.68,0.596875,0,2018,Tue May 15
386,Elk River Zimmerman,19,0.76,0.6173708920187794,Robbinsdale Armstrong,9,0.4615384615384616,0.4762886597938144,0,2018,Mon May  7
387,Delano Rockford,9,0.7307692307692307,0.6274944567627494,Chisago Lakes,8,0.5416666666666666,0.5542452830188679,0,2018,Thu May  3
388,Simley,17,0.4166666666666667,0.4911111111111111,North St. Paul,2,0.045454545454545456,0.13817330210772832,0,2019,Mon Apr 29
389,Bloomington Kennedy,10,0.4166666666666667,0.4337078651685393,Rosemount,12,0.72,0.6347826086956522,1,2018,Sat Apr 21
390,Rogers,19,0.7083333333333334,0.6714876033057852,Rocori,2,0.4583333333333333,0.4561855670103093,0,2018,Thu May 10
391,Benilde-St. Margarets,15,1.0,0.7230769230769231,Chaska,2,0.3461538461538461,0.4004739336492891,0,2019,Thu May  2
392,White Bear Lake,17,0.72,0.6255411255411255,Robbinsdale Armstrong,2,0.4615384615384616,0.4762886597938144,0,2018,Sat Apr 21
393,Robbinsdale Armstrong,15,0.4615384615384616,0.4762886597938144,Anoka,6,0.2,0.3634408602150538,0,2018,Fri May  4
394,Apple Valley,5,0.24,0.299163179916318,Lakeville North,15,0.64,0.5704989154013015,1,2018,Tue May  8
395,Moorhead,7,0.4,0.4748201438848921,Rocori,1,0.4583333333333333,0.4561855670103093,0,2019,Fri May 17
396,White Bear Lake,10,0.72,0.6255411255411255,Duluth,6,0.8461538461538461,0.6708860759493671,0,2019,Sat May 18
397,Blake,17,0.5769230769230769,0.6049382716049383,Holy Family,2,0.13043478260869565,0.2868020304568528,0,2019,Tue Apr 16
398,Irondale,9,0.9230769230769232,0.7096069868995634,Elk River Zimmerman,5,0.76,0.6173708920187794,0,2019,Wed May 15
399,Totino-Grace,15,0.19230769230769232,0.3392857142857143,Anoka,11,0.2,0.3634408602150538,0,2018,Mon May 21
400,Prior Lake,16,0.8076923076923077,0.7090069284064665,Shakopee,4,0.6153846153846154,0.5754716981132075,0,2019,Tue Apr 23
401,Burnsville,18,0.36,0.4025423728813559,St. Louis Park,1,0.125,0.21521739130434786,0,2019,Mon May 13
402,Eastview,14,0.4615384615384616,0.5609756097560976,Holy Angels,3,0.6521739130434783,0.534516765285996,0,2019,Sat May  4
403,Irondale,17,0.9230769230769232,0.7096069868995634,Centennial,8,0.75,0.6349892008639308,0,2019,Mon Apr 15
404,Maple Grove,10,0.6,0.6025316455696202,Robbinsdale Armstrong,12,0.4615384615384616,0.4762886597938144,1,2018,Mon May 14
405,St. Cloud,9,0.4,0.41326530612244894,TrIMAC,8,0.2,0.3805147058823529,0,2019,Mon May 20
406,Bloomington Jefferson,2,0.5384615384615384,0.5596330275229358,Bloomington Kennedy,4,0.4166666666666667,0.4337078651685393,1,2018,Tue May  8
407,Woodbury,3,0.4166666666666667,0.43315508021390375,East Ridge,8,0.8076923076923077,0.6064814814814815,1,2018,Thu May  3
408,Delano Rockford,7,0.7307692307692307,0.6274944567627494,Chaska,6,0.3461538461538461,0.4004739336492891,0,2019,Sat May  4
409,Rogers,26,0.7083333333333334,0.6714876033057852,Big Lake,0,0.0,0.14418604651162792,0,2019,Mon May  6
410,Chaska,6,0.3461538461538461,0.4004739336492891,Breck,7,0.72,0.5989847715736041,1,2019,Tue Apr 30
411,Eden Prairie,9,0.68,0.596875,Hopkins,0,0.15384615384615385,0.201530612244898,0,2018,Sat Apr 21
412,TrIMAC,11,0.2,0.3805147058823529,Providence Academy,12,0.4545454545454545,0.471057884231537,1,2018,Thu May  3
413,Edina,15,0.4615384615384616,0.5092592592592593,Hopkins,1,0.15384615384615385,0.201530612244898,0,2018,Thu May  3
414,Breck,5,0.72,0.5989847715736041,St. Louis Park,8,0.125,0.21521739130434786,1,2018,Fri May 11
415,Northfield,7,0.56,0.5971896955503513,Shakopee,19,0.6153846153846154,0.5754716981132075,1,2018,Sat Apr 28
416,Park of Cottage Grove,13,0.5769230769230769,0.5265700483091788,White Bear Lake,5,0.72,0.6255411255411255,0,2018,Tue May 15
417,Delano Rockford,10,0.7307692307692307,0.6274944567627494,Becker,4,0.6818181818181818,0.6194444444444445,0,2018,Fri Apr 27
418,Waconia,5,0.09090909090909093,0.2525252525252525,Orono,16,0.5384615384615384,0.5379876796714579,1,2019,Mon May  6
419,Moorhead,4,0.4,0.4748201438848921,Hermantown Proctor,10,0.4166666666666667,0.4541284403669725,1,2019,Sat May 11
420,Owatonna,15,0.5769230769230769,0.6091954022988506,Mankato,3,0.4166666666666667,0.4609571788413098,0,2018,Mon May 14
421,St. Cloud,14,0.4,0.41326530612244894,Hutchinson,2,0.0,0.062200956937799035,0,2018,Fri Apr 20
422,Cretin-Derham Hall,4,0.4615384615384616,0.4822222222222222,Stillwater,19,0.92,0.7283702213279678,1,2018,Tue Apr 24
423,Wayzata,13,0.52,0.5757575757575758,Mahtomedi,14,0.6923076923076923,0.6294117647058823,1,2018,Sat Apr 28
424,Hastings,17,0.6153846153846154,0.5961538461538461,Rochester Mayo,4,0.52,0.4576271186440678,0,2018,Mon May 21
425,Buffalo,18,0.6666666666666666,0.6193293885601578,Hermantown Proctor,10,0.4166666666666667,0.4541284403669725,0,2018,Sat May 12
426,Coon Rapids,5,0.15384615384615385,0.3166023166023166,Anoka,14,0.2,0.3634408602150538,1,2019,Wed May 15
427,Farmington,1,0.19230769230769232,0.2717678100263852,Prior Lake,17,0.8076923076923077,0.7090069284064665,1,2018,Thu May  3
