,home_team,home_team_score,home_team_record,home_team_GFvGA,away_team,away_team_score,away_team_record,away_team_GFvGA,winner,year,date
428,Roseville,8,0.5,0.5333333333333333,Cretin-Derham Hall,9,0.4615384615384616,0.4822222222222222,1,2019,Thu May  2
429,Tartan,3,0.2692307692307692,0.3807339449541284,Duluth,4,0.8461538461538461,0.6708860759493671,1,2018,Tue May  1
430,Hutchinson,3,0.0,0.062200956937799035,Mankato,9,0.4166666666666667,0.4609571788413098,1,2018,Wed May  9
431,Rochester Mayo,7,0.52,0.4576271186440678,Mankato,4,0.4166666666666667,0.4609571788413098,0,2018,Fri Apr 20
432,Edina,10,0.4615384615384616,0.5092592592592593,Minnetonka,9,0.88,0.6847290640394089,0,2018,Tue May  1
433,Tartan,4,0.2692307692307692,0.3807339449541284,Mahtomedi,18,0.6923076923076923,0.6294117647058823,1,2018,Tue May  8
434,Holy Angels,13,0.6521739130434783,0.534516765285996,Minneapolis,18,0.5416666666666666,0.5553470919324578,1,2019,Sat May 18
435,East Ridge,12,0.8076923076923077,0.6064814814814815,Roseville,7,0.5,0.5333333333333333,0,2018,Mon May 21
436,Maple Grove,14,0.6,0.6025316455696202,Totino-Grace,1,0.19230769230769232,0.3392857142857143,0,2019,Wed May 15
437,Champlin Park,3,0.4615384615384616,0.4656319290465632,Irondale,8,0.9230769230769232,0.7096069868995634,1,2019,Wed Apr 24
438,Delano Rockford,6,0.7307692307692307,0.6274944567627494,Orono,11,0.5384615384615384,0.5379876796714579,1,2018,Sat May  5
439,Rocori,8,0.4583333333333333,0.4561855670103093,St. Cloud,2,0.4,0.41326530612244894,0,2019,Wed May 22
440,Owatonna,19,0.5769230769230769,0.6091954022988506,Rochester JM Lourdes,5,0.25,0.3605442176870749,0,2018,Mon Apr 30
441,Rochester Century,4,0.28,0.3638253638253639,Chaska,9,0.3461538461538461,0.4004739336492891,1,2019,Wed May 15
442,Bloomington Kennedy,16,0.4166666666666667,0.4337078651685393,Holy Angels,14,0.6521739130434783,0.534516765285996,0,2018,Thu May 10
443,Benilde-St. Margarets,13,1.0,0.7230769230769231,Blake,4,0.5769230769230769,0.6049382716049383,0,2019,Tue Apr 30
444,Spring Lake Park,18,0.1153846153846154,0.29195402298850576,Southwest Christian,2,0.3333333333333333,0.4048582995951417,0,2018,Fri Apr 13
445,Chisago Lakes,1,0.5416666666666666,0.5542452830188679,St. Michael-Albertville,17,0.88,0.8653465346534653,1,2018,Mon Apr 23
446,Hill-Murray,4,0.2916666666666667,0.3333333333333333,Irondale,15,0.9230769230769232,0.7096069868995634,1,2018,Thu May 17
447,Rosemount,6,0.72,0.6347826086956522,Prior Lake,3,0.8076923076923077,0.7090069284064665,0,2018,Thu May 24
448,Brainerd,0,0.08333333333333333,0.13901345291479822,Becker,15,0.6818181818181818,0.6194444444444445,1,2018,Sat May 19
449,Chisago Lakes,22,0.5416666666666666,0.5542452830188679,Big Lake,0,0.0,0.14418604651162792,0,2019,Mon Apr 29
450,Mankato,7,0.4166666666666667,0.4609571788413098,Owatonna,8,0.5769230769230769,0.6091954022988506,1,2019,Thu May  9
451,St. Cloud,1,0.4,0.41326530612244894,St. Michael-Albertville,20,0.88,0.8653465346534653,1,2019,Thu Apr 25
452,Orono,17,0.5384615384615384,0.5379876796714579,Holy Family,3,0.13043478260869565,0.2868020304568528,0,2019,Mon Apr 29
453,Buffalo,12,0.6666666666666666,0.6193293885601578,Becker,10,0.6818181818181818,0.6194444444444445,0,2019,Mon Apr 22
454,St. Thomas Academy,13,0.8461538461538461,0.7041942604856513,Tartan,0,0.2692307692307692,0.3807339449541284,0,2018,Mon Apr 30
455,Rocori,6,0.4583333333333333,0.4561855670103093,Chisago Lakes,14,0.5416666666666666,0.5542452830188679,1,2019,Thu Apr 25
456,East Ridge,6,0.8076923076923077,0.6064814814814815,Stillwater,13,0.92,0.7283702213279678,1,2019,Thu Apr 25
457,Lakeville South,6,0.4615384615384616,0.4942339373970346,Chanhassen,12,0.72,0.6299559471365639,1,2018,Sat May 12
458,Hopkins,3,0.15384615384615385,0.201530612244898,Shakopee,30,0.6153846153846154,0.5754716981132075,1,2019,Sat Apr 20
459,Farmington,1,0.19230769230769232,0.2717678100263852,East Ridge,13,0.8076923076923077,0.6064814814814815,1,2018,Mon May  7
460,Spring Lake Park,5,0.1153846153846154,0.29195402298850576,Osseo Park Center,8,0.3703703703703704,0.5057251908396947,1,2018,Wed Apr 25
461,Sartell Sauk Rapids,8,0.20833333333333331,0.271264367816092,Chisago Lakes,15,0.5416666666666666,0.5542452830188679,1,2018,Fri May  4
462,Cretin-Derham Hall,14,0.4615384615384616,0.4822222222222222,Forest Lake,3,0.19230769230769232,0.3790849673202614,0,2019,Tue May 14
463,Shakopee,13,0.6153846153846154,0.5754716981132075,Burnsville,4,0.36,0.4025423728813559,0,2019,Thu Apr 25
464,Northfield,8,0.56,0.5971896955503513,Rochester Mayo,16,0.52,0.4576271186440678,1,2018,Thu Apr 26
465,Hutchinson,0,0.0,0.062200956937799035,Chisago Lakes,18,0.5416666666666666,0.5542452830188679,1,2018,Fri May 18
466,Farmington,11,0.19230769230769232,0.2717678100263852,Rochester Mayo,3,0.52,0.4576271186440678,0,2019,Sat Apr 20
467,Breck,9,0.72,0.5989847715736041,Chaska,3,0.3461538461538461,0.4004739336492891,0,2018,Tue May  1
468,Apple Valley,11,0.24,0.299163179916318,Owatonna,4,0.5769230769230769,0.6091954022988506,0,2019,Thu Apr 18
469,Forest Lake,6,0.19230769230769232,0.3790849673202614,Roseville,8,0.5,0.5333333333333333,1,2019,Tue Apr 23
470,Shakopee,3,0.6153846153846154,0.5754716981132075,Prior Lake,14,0.8076923076923077,0.7090069284064665,1,2018,Tue May 15
471,Delano Rockford,14,0.7307692307692307,0.6274944567627494,Rocori,3,0.4583333333333333,0.4561855670103093,0,2018,Thu May 24
472,Tartan,8,0.2692307692307692,0.3807339449541284,Simley,12,0.4166666666666667,0.4911111111111111,1,2019,Wed May 15
473,Monticello,7,0.5652173913043478,0.4962593516209477,Sartell Sauk Rapids,2,0.20833333333333331,0.271264367816092,0,2019,Mon Apr 29
474,Grand Rapids,6,0.3478260869565217,0.4595469255663429,Hermantown Proctor,5,0.4166666666666667,0.4541284403669725,0,2019,Wed May 15
475,Monticello,0,0.5652173913043478,0.4962593516209477,Chisago Lakes,15,0.5416666666666666,0.5542452830188679,1,2018,Thu May 10
476,Forest Lake,6,0.19230769230769232,0.3790849673202614,Duluth,13,0.8461538461538461,0.6708860759493671,1,2019,Wed May  1
477,Totino-Grace,0,0.19230769230769232,0.3392857142857143,Irondale,20,0.9230769230769232,0.7096069868995634,1,2019,Wed Apr 17
478,Woodbury,9,0.4166666666666667,0.43315508021390375,Park of Cottage Grove,7,0.5769230769230769,0.5265700483091788,0,2019,Tue Apr 30
479,Rogers,24,0.7083333333333334,0.6714876033057852,Brainerd,0,0.08333333333333333,0.13901345291479822,0,2019,Mon Apr 22
480,Simley,6,0.4166666666666667,0.4911111111111111,Mahtomedi,12,0.6923076923076923,0.6294117647058823,1,2019,Fri May 17
481,Chaska,1,0.3461538461538461,0.4004739336492891,Chanhassen,13,0.72,0.6299559471365639,1,2018,Fri May 25
482,Waconia,7,0.09090909090909093,0.2525252525252525,Rocori,10,0.4583333333333333,0.4561855670103093,1,2019,Tue May 14
483,Lakeville South,19,0.4615384615384616,0.4942339373970346,Apple Valley,10,0.24,0.299163179916318,0,2018,Tue May 15
484,Roseville,2,0.5,0.5333333333333333,Woodbury,12,0.4166666666666667,0.43315508021390375,1,2019,Sat Apr 27
485,St. Paul,8,0.5,0.4967320261437909,Coon Rapids,5,0.15384615384615385,0.3166023166023166,0,2018,Fri May  4
486,Edina,16,0.4615384615384616,0.5092592592592593,Minneapolis,11,0.5416666666666666,0.5553470919324578,0,2019,Fri Apr 19
487,Lakeville North,18,0.64,0.5704989154013015,Apple Valley,3,0.24,0.299163179916318,0,2019,Tue May 21
488,Holy Family,4,0.13043478260869565,0.2868020304568528,Sartell Sauk Rapids,7,0.20833333333333331,0.271264367816092,1,2018,Thu May  3
489,Apple Valley,6,0.24,0.299163179916318,Farmington,8,0.19230769230769232,0.2717678100263852,1,2019,Tue Apr 30
490,Roseville,5,0.5,0.5333333333333333,Stillwater,18,0.92,0.7283702213279678,1,2018,Tue May 15
491,Park of Cottage Grove,15,0.5769230769230769,0.5265700483091788,Grand Rapids,1,0.3478260869565217,0.4595469255663429,0,2019,Thu May 23
492,Delano Rockford,9,0.7307692307692307,0.6274944567627494,Chisago Lakes,8,0.5416666666666666,0.5542452830188679,0,2019,Sat May 11
493,Mankato,3,0.4166666666666667,0.4609571788413098,Northfield,12,0.56,0.5971896955503513,1,2018,Mon Apr 30
494,Osseo Park Center,11,0.3703703703703704,0.5057251908396947,Totino-Grace,6,0.19230769230769232,0.3392857142857143,0,2019,Mon May 13
495,St. Michael-Albertville,26,0.88,0.8653465346534653,Buffalo,1,0.6666666666666666,0.6193293885601578,0,2018,Tue May 15
496,Lakeville South,7,0.4615384615384616,0.4942339373970346,Eagan,20,0.7083333333333334,0.6666666666666666,1,2018,Thu May 17
497,TrIMAC,2,0.2,0.3805147058823529,Roseville,16,0.5,0.5333333333333333,1,2019,Tue Apr 16
498,Edina,5,0.4615384615384616,0.5092592592592593,Eden Prairie,9,0.68,0.596875,1,2019,Thu Apr 25
499,Robbinsdale Armstrong,12,0.4615384615384616,0.4762886597938144,Osseo Park Center,9,0.3703703703703704,0.5057251908396947,0,2019,Wed May 15
500,Champlin Park,6,0.4615384615384616,0.4656319290465632,Anoka,5,0.2,0.3634408602150538,0,2019,Sat May 18
501,Hermantown Proctor,4,0.4166666666666667,0.4541284403669725,Minneapolis,15,0.5416666666666666,0.5553470919324578,1,2018,Sat Apr 28
502,East Ridge,12,0.8076923076923077,0.6064814814814815,Woodbury,6,0.4166666666666667,0.43315508021390375,0,2019,Thu May  2
503,Rosemount,5,0.72,0.6347826086956522,Prior Lake,10,0.8076923076923077,0.7090069284064665,1,2019,Tue May  7
504,Centennial,13,0.75,0.6349892008639308,Elk River Zimmerman,6,0.76,0.6173708920187794,0,2019,Wed May  1
505,Forest Lake,11,0.19230769230769232,0.3790849673202614,Cretin-Derham Hall,12,0.4615384615384616,0.4822222222222222,1,2018,Tue May 15
506,Champlin Park,19,0.4615384615384616,0.4656319290465632,Anoka,15,0.2,0.3634408602150538,0,2018,Thu May 24
507,Hermantown Proctor,7,0.4166666666666667,0.4541284403669725,Chisago Lakes,2,0.5416666666666666,0.5542452830188679,0,2019,Thu Apr 18
508,Rogers,12,0.7083333333333334,0.6714876033057852,Elk River Zimmerman,9,0.76,0.6173708920187794,0,2019,Fri May  3
509,Hastings,3,0.6153846153846154,0.5961538461538461,St. Thomas Academy,15,0.8461538461538461,0.7041942604856513,1,2019,Wed May 15
510,Bloomington Jefferson,14,0.5384615384615384,0.5596330275229358,St. Louis Park,3,0.125,0.21521739130434786,0,2018,Thu May 24
511,Chisago Lakes,13,0.5416666666666666,0.5542452830188679,St. Cloud,3,0.4,0.41326530612244894,0,2019,Mon Apr 22
512,Minnetonka,8,0.88,0.6847290640394089,Edina,5,0.4615384615384616,0.5092592592592593,0,2019,Tue Apr 30
513,Minneapolis,22,0.5416666666666666,0.5553470919324578,Southwest Christian,3,0.3333333333333333,0.4048582995951417,0,2019,Thu May  9
514,Prior Lake,9,0.8076923076923077,0.7090069284064665,Eagan,10,0.7083333333333334,0.6666666666666666,1,2018,Mon May  7
515,Monticello,6,0.5652173913043478,0.4962593516209477,Becker,4,0.6818181818181818,0.6194444444444445,0,2018,Mon Apr 30
516,Elk River Zimmerman,4,0.76,0.6173708920187794,Maple Grove,6,0.6,0.6025316455696202,1,2019,Mon May  6
517,Totino-Grace,10,0.19230769230769232,0.3392857142857143,Spring Lake Park,8,0.1153846153846154,0.29195402298850576,0,2018,Wed May  2
518,Northfield,10,0.56,0.5971896955503513,Rochester JM Lourdes,2,0.25,0.3605442176870749,0,2018,Fri May  4
519,Blaine,11,0.68,0.6119791666666666,Osseo Park Center,7,0.3703703703703704,0.5057251908396947,0,2019,Wed May  1
520,Champlin Park,8,0.4615384615384616,0.4656319290465632,Andover,12,0.6923076923076923,0.5466101694915254,1,2019,Wed May 15
521,Roseville,5,0.5,0.5333333333333333,Mounds View,8,0.48,0.5055928411633109,1,2018,Tue May  8
522,St. Cloud,4,0.4,0.41326530612244894,Monticello,6,0.5652173913043478,0.4962593516209477,1,2019,Thu May  2
523,Eden Prairie,9,0.68,0.596875,Irondale,3,0.9230769230769232,0.7096069868995634,0,2019,Tue Apr 30
524,Cretin-Derham Hall,4,0.4615384615384616,0.4822222222222222,East Ridge,9,0.8076923076923077,0.6064814814814815,1,2018,Thu May 10
525,Spring Lake Park,2,0.1153846153846154,0.29195402298850576,Maple Grove,15,0.6,0.6025316455696202,1,2019,Fri May 24
526,Rochester JM Lourdes,2,0.25,0.3605442176870749,Owatonna,13,0.5769230769230769,0.6091954022988506,1,2018,Thu May 24
527,Hopkins,7,0.15384615384615385,0.201530612244898,Minneapolis,13,0.5416666666666666,0.5553470919324578,1,2019,Tue May 21
528,Buffalo,18,0.6666666666666666,0.6193293885601578,St. Cloud,7,0.4,0.41326530612244894,0,2018,Thu May 17
529,Blake,12,0.5769230769230769,0.6049382716049383,Edina,11,0.4615384615384616,0.5092592592592593,0,2018,Tue May  8
530,Anoka,4,0.2,0.3634408602150538,Tartan,17,0.2692307692307692,0.3807339449541284,1,2019,Tue May 21
531,Mounds View,14,0.48,0.5055928411633109,Tartan,3,0.2692307692307692,0.3807339449541284,0,2018,Fri Apr 27
532,Edina,6,0.4615384615384616,0.5092592592592593,Minnetonka,11,0.88,0.6847290640394089,1,2019,Thu May 16
533,St. Louis Park,0,0.125,0.21521739130434786,Bloomington Jefferson,20,0.5384615384615384,0.5596330275229358,1,2019,Thu May 23
534,White Bear Lake,2,0.72,0.6255411255411255,Stillwater,13,0.92,0.7283702213279678,1,2018,Mon May  7
535,Wayzata,10,0.52,0.5757575757575758,Minnetonka,11,0.88,0.6847290640394089,1,2018,Tue May  8
536,St. Thomas Academy,12,0.8461538461538461,0.7041942604856513,Orono,10,0.5384615384615384,0.5379876796714579,0,2018,Mon May  7
537,Hutchinson,0,0.0,0.062200956937799035,Buffalo,21,0.6666666666666666,0.6193293885601578,1,2018,Tue May  8
538,St. Louis Park,6,0.125,0.21521739130434786,Minneapolis,13,0.5416666666666666,0.5553470919324578,1,2018,Tue May  1
539,Edina,8,0.4615384615384616,0.5092592592592593,Bloomington Kennedy,9,0.4166666666666667,0.4337078651685393,1,2018,Thu May 24
540,Tartan,4,0.2692307692307692,0.3807339449541284,Hastings,19,0.6153846153846154,0.5961538461538461,1,2018,Wed Apr 25
541,St. Michael-Albertville,18,0.88,0.8653465346534653,Rocori,0,0.4583333333333333,0.4561855670103093,0,2018,Mon Apr 30
542,Waconia,2,0.09090909090909093,0.2525252525252525,Delano Rockford,15,0.7307692307692307,0.6274944567627494,1,2019,Thu Apr 25
543,Delano Rockford,16,0.7307692307692307,0.6274944567627494,Waconia,0,0.09090909090909093,0.2525252525252525,0,2019,Mon May 13
544,St. Paul,2,0.5,0.4967320261437909,Roseville,9,0.5,0.5333333333333333,1,2018,Tue May  1
545,Simley,5,0.4166666666666667,0.4911111111111111,Cretin-Derham Hall,14,0.4615384615384616,0.4822222222222222,1,2018,Sat Apr 21
546,Minneapolis,10,0.5416666666666666,0.5553470919324578,Simley,14,0.4166666666666667,0.4911111111111111,1,2018,Wed May 23
547,Anoka,11,0.2,0.3634408602150538,Spring Lake Park,5,0.1153846153846154,0.29195402298850576,0,2018,Wed May  9
548,Maple Grove,7,0.6,0.6025316455696202,Irondale,8,0.9230769230769232,0.7096069868995634,1,2018,Thu Apr 12
549,Elk River Zimmerman,8,0.76,0.6173708920187794,Rogers,7,0.7083333333333334,0.6714876033057852,0,2018,Fri May 18
550,Rochester Mayo,7,0.52,0.4576271186440678,Northfield,9,0.56,0.5971896955503513,1,2019,Thu Apr 25
551,Rocori,11,0.4583333333333333,0.4561855670103093,Sartell Sauk Rapids,4,0.20833333333333331,0.271264367816092,0,2018,Fri Apr 27
552,Sartell Sauk Rapids,0,0.20833333333333331,0.271264367816092,Becker,13,0.6818181818181818,0.6194444444444445,1,2019,Tue May 14
553,Edina,17,0.4615384615384616,0.5092592592592593,Lakeville South,13,0.4615384615384616,0.4942339373970346,0,2018,Tue Apr 17
554,St. Cloud,7,0.4,0.41326530612244894,Sartell Sauk Rapids,2,0.20833333333333331,0.271264367816092,0,2019,Thu May 16
555,Blake,14,0.5769230769230769,0.6049382716049383,Orono,2,0.5384615384615384,0.5379876796714579,0,2019,Sat Apr 27
556,St. Cloud,3,0.4,0.41326530612244894,Buffalo,9,0.6666666666666666,0.6193293885601578,1,2019,Tue May  7
557,Champlin Park,5,0.4615384615384616,0.4656319290465632,Maple Grove,14,0.6,0.6025316455696202,1,2018,Wed May 16
558,Irondale,7,0.9230769230769232,0.7096069868995634,Blaine,5,0.68,0.6119791666666666,0,2018,Mon May 14
559,Apple Valley,2,0.24,0.299163179916318,Eastview,15,0.4615384615384616,0.5609756097560976,1,2018,Thu May 10
560,East Ridge,9,0.8076923076923077,0.6064814814814815,Forest Lake,5,0.19230769230769232,0.3790849673202614,0,2018,Fri May  4
561,Eden Prairie,4,0.68,0.596875,Benilde-St. Margarets,9,1.0,0.7230769230769231,1,2019,Thu May 16
562,Park of Cottage Grove,8,0.5769230769230769,0.5265700483091788,East Ridge,9,0.8076923076923077,0.6064814814814815,1,2018,Tue Apr 24
563,Blake,20,0.5769230769230769,0.6049382716049383,TrIMAC,2,0.2,0.3805147058823529,0,2018,Wed May 16
564,Shakopee,17,0.6153846153846154,0.5754716981132075,Hopkins,3,0.15384615384615385,0.201530612244898,0,2018,Tue Apr 24
565,Roseville,22,0.5,0.5333333333333333,Providence Academy,8,0.4545454545454545,0.471057884231537,0,2018,Sat May 12
566,Providence Academy,16,0.4545454545454545,0.471057884231537,TrIMAC,3,0.2,0.3805147058823529,0,2019,Thu May  2
567,Wayzata,2,0.52,0.5757575757575758,Eden Prairie,5,0.68,0.596875,1,2019,Thu May  2
568,Breck,18,0.72,0.5989847715736041,Rochester JM Lourdes,4,0.25,0.3605442176870749,0,2019,Wed May 22
569,Blaine,11,0.68,0.6119791666666666,Spring Lake Park,2,0.1153846153846154,0.29195402298850576,0,2018,Wed May 16
570,Simley,7,0.4166666666666667,0.4911111111111111,Hastings,18,0.6153846153846154,0.5961538461538461,1,2018,Mon Apr 23
571,Orono,9,0.5384615384615384,0.5379876796714579,Delano Rockford,8,0.7307692307692307,0.6274944567627494,0,2019,Thu May  9
572,Irondale,11,0.9230769230769232,0.7096069868995634,Champlin Park,5,0.4615384615384616,0.4656319290465632,0,2018,Mon May 21
573,Forest Lake,2,0.19230769230769232,0.3790849673202614,Stillwater,17,0.92,0.7283702213279678,1,2019,Thu May  2
574,Woodbury,6,0.4166666666666667,0.43315508021390375,White Bear Lake,7,0.72,0.6255411255411255,1,2019,Tue Apr 23
575,Bloomington Jefferson,12,0.5384615384615384,0.5596330275229358,Eastview,11,0.4615384615384616,0.5609756097560976,0,2018,Sat Apr 28
576,Totino-Grace,5,0.19230769230769232,0.3392857142857143,Holy Angels,17,0.6521739130434783,0.534516765285996,1,2018,Fri Apr 20
577,Rochester Century,12,0.28,0.3638253638253639,Rochester JM Lourdes,11,0.25,0.3605442176870749,0,2019,Mon Apr 15
578,Becker,10,0.6818181818181818,0.6194444444444445,St. Cloud,3,0.4,0.41326530612244894,0,2019,Mon May  6
579,Bloomington Jefferson,7,0.5384615384615384,0.5596330275229358,Apple Valley,8,0.24,0.299163179916318,1,2018,Fri Apr 20
580,Duluth,12,0.8461538461538461,0.6708860759493671,Grand Rapids,0,0.3478260869565217,0.4595469255663429,0,2019,Tue Apr 23
581,North St. Paul,2,0.045454545454545456,0.13817330210772832,Rochester JM Lourdes,19,0.25,0.3605442176870749,1,2018,Wed May 23
582,Minnetonka,9,0.88,0.6847290640394089,Wayzata,11,0.52,0.5757575757575758,1,2018,Sat Apr 21
583,Mahtomedi,3,0.6923076923076923,0.6294117647058823,Benilde-St. Margarets,9,1.0,0.7230769230769231,1,2019,Sat Apr 27
584,Osseo Park Center,6,0.3703703703703704,0.5057251908396947,Andover,10,0.6923076923076923,0.5466101694915254,1,2019,Mon Apr 22
585,TrIMAC,14,0.2,0.3805147058823529,St. Cloud,5,0.4,0.41326530612244894,0,2018,Tue May  1
586,Apple Valley,2,0.24,0.299163179916318,Lakeville South,16,0.4615384615384616,0.4942339373970346,1,2019,Tue Apr 23
587,Chanhassen,15,0.72,0.6299559471365639,Eagan,8,0.7083333333333334,0.6666666666666666,0,2018,Thu Apr 19
588,Brainerd,0,0.08333333333333333,0.13901345291479822,Monticello,8,0.5652173913043478,0.4962593516209477,1,2019,Thu Apr 25
589,Delano Rockford,6,0.7307692307692307,0.6274944567627494,Orono,8,0.5384615384615384,0.5379876796714579,1,2019,Mon Apr 22
590,Spring Lake Park,7,0.1153846153846154,0.29195402298850576,Irondale,15,0.9230769230769232,0.7096069868995634,1,2018,Fri Apr 27
591,White Bear Lake,6,0.72,0.6255411255411255,East Ridge,8,0.8076923076923077,0.6064814814814815,1,2018,Thu May 17
592,Mounds View,13,0.48,0.5055928411633109,East Ridge,14,0.8076923076923077,0.6064814814814815,1,2019,Tue May 14
593,Cretin-Derham Hall,8,0.4615384615384616,0.4822222222222222,Simley,4,0.4166666666666667,0.4911111111111111,0,2019,Tue May 21
594,East Ridge,16,0.8076923076923077,0.6064814814814815,Simley,9,0.4166666666666667,0.4911111111111111,0,2018,Sat May 12
595,Woodbury,6,0.4166666666666667,0.43315508021390375,Prior Lake,13,0.8076923076923077,0.7090069284064665,1,2018,Mon Apr 23
596,Rochester Mayo,0,0.52,0.4576271186440678,Eastview,12,0.4615384615384616,0.5609756097560976,1,2019,Thu Apr 18
597,St. Cloud,1,0.4,0.41326530612244894,Delano Rockford,8,0.7307692307692307,0.6274944567627494,1,2018,Mon May 21
598,Hopkins,0,0.15384615384615385,0.201530612244898,Wayzata,17,0.52,0.5757575757575758,1,2018,Tue May  1
599,Burnsville,5,0.36,0.4025423728813559,Lakeville North,11,0.64,0.5704989154013015,1,2019,Thu May 16
600,Northfield,0,0.56,0.5971896955503513,Owatonna,12,0.5769230769230769,0.6091954022988506,1,2018,Fri May 11
601,Woodbury,4,0.4166666666666667,0.43315508021390375,Roseville,5,0.5,0.5333333333333333,1,2018,Thu Apr 26
602,Mounds View,9,0.48,0.5055928411633109,Chaska,10,0.3461538461538461,0.4004739336492891,1,2018,Mon May 14
603,St. Paul,15,0.5,0.4967320261437909,North St. Paul,3,0.045454545454545456,0.13817330210772832,0,2018,Mon Apr 23
604,Holy Family,4,0.13043478260869565,0.2868020304568528,Breck,8,0.72,0.5989847715736041,1,2018,Sat May 19
605,Mankato,4,0.4166666666666667,0.4609571788413098,Rochester Century,13,0.28,0.3638253638253639,1,2018,Fri May  4
606,Totino-Grace,3,0.19230769230769232,0.3392857142857143,Blaine,14,0.68,0.6119791666666666,1,2018,Wed May 23
607,Benilde-St. Margarets,8,1.0,0.7230769230769231,Eden Prairie,3,0.68,0.596875,0,2018,Thu May 17
608,Robbinsdale Armstrong,14,0.4615384615384616,0.4762886597938144,Totino-Grace,9,0.19230769230769232,0.3392857142857143,0,2018,Wed May 16
609,Lakeville South,17,0.4615384615384616,0.4942339373970346,Mounds View,7,0.48,0.5055928411633109,0,2019,Tue Apr 16
610,Sartell Sauk Rapids,9,0.20833333333333331,0.271264367816092,St. Cloud,10,0.4,0.41326530612244894,1,2018,Wed May 16
611,Simley,10,0.4166666666666667,0.4911111111111111,Hill-Murray,8,0.2916666666666667,0.3333333333333333,0,2018,Tue May  8
612,Holy Angels,11,0.6521739130434783,0.534516765285996,Eastview,7,0.4615384615384616,0.5609756097560976,0,2018,Sat May  5
613,Becker,16,0.6818181818181818,0.6194444444444445,Big Lake,1,0.0,0.14418604651162792,0,2019,Thu May  9
614,Blake,7,0.5769230769230769,0.6049382716049383,Prior Lake,16,0.8076923076923077,0.7090069284064665,1,2018,Fri May 18
615,Hermantown Proctor,5,0.4166666666666667,0.4541284403669725,Duluth,15,0.8461538461538461,0.6708860759493671,1,2018,Wed May 23
616,Edina,10,0.4615384615384616,0.5092592592592593,Bloomington Kennedy,7,0.4166666666666667,0.4337078651685393,0,2019,Tue Apr 23
617,Hermantown Proctor,9,0.4166666666666667,0.4541284403669725,Tartan,11,0.2692307692307692,0.3807339449541284,1,2019,Sat May  4
618,Hopkins,0,0.15384615384615385,0.201530612244898,Edina,11,0.4615384615384616,0.5092592592592593,1,2018,Fri May 11
619,Bloomington Jefferson,11,0.5384615384615384,0.5596330275229358,Farmington,2,0.19230769230769232,0.2717678100263852,0,2019,Fri Apr 12
620,Owatonna,15,0.5769230769230769,0.6091954022988506,Rochester Century,3,0.28,0.3638253638253639,0,2018,Fri May 18
621,Owatonna,29,0.5769230769230769,0.6091954022988506,Brainerd,1,0.08333333333333333,0.13901345291479822,0,2018,Sat May  5
622,Osseo Park Center,8,0.3703703703703704,0.5057251908396947,Rogers,11,0.7083333333333334,0.6714876033057852,1,2018,Sat May  5
623,Chaska,5,0.3461538461538461,0.4004739336492891,Shakopee,20,0.6153846153846154,0.5754716981132075,1,2019,Tue Apr 16
624,Hutchinson,3,0.0,0.062200956937799035,Rocori,13,0.4583333333333333,0.4561855670103093,1,2018,Sat May 19
625,Mounds View,6,0.48,0.5055928411633109,Stillwater,21,0.92,0.7283702213279678,1,2018,Mon Apr 30
626,Andover,4,0.6923076923076923,0.5466101694915254,Elk River Zimmerman,11,0.76,0.6173708920187794,1,2019,Mon Apr 29
627,Shakopee,18,0.6153846153846154,0.5754716981132075,Chaska,3,0.3461538461538461,0.4004739336492891,0,2019,Wed May 29
628,Andover,14,0.6923076923076923,0.5466101694915254,Osseo Park Center,11,0.3703703703703704,0.5057251908396947,0,2018,Wed May  2
629,Shakopee,13,0.6153846153846154,0.5754716981132075,Eagan,7,0.7083333333333334,0.6666666666666666,0,2019,Thu May  9
630,Holy Angels,12,0.6521739130434783,0.534516765285996,Bloomington Kennedy,8,0.4166666666666667,0.4337078651685393,0,2019,Thu May  9
631,Roseville,11,0.5,0.5333333333333333,St. Paul,4,0.5,0.4967320261437909,0,2019,Sat May 25
632,Bloomington Kennedy,9,0.4166666666666667,0.4337078651685393,Bloomington Jefferson,13,0.5384615384615384,0.5596330275229358,1,2019,Tue May  7
633,Chaska,13,0.3461538461538461,0.4004739336492891,Holy Family,4,0.13043478260869565,0.2868020304568528,0,2018,Tue May 22
634,Maple Grove,2,0.6,0.6025316455696202,Irondale,10,0.9230769230769232,0.7096069868995634,1,2019,Fri May 17
635,St. Michael-Albertville,23,0.88,0.8653465346534653,Sartell Sauk Rapids,0,0.20833333333333331,0.271264367816092,0,2018,Wed Apr 18
636,Robbinsdale Armstrong,10,0.4615384615384616,0.4762886597938144,Centennial,11,0.75,0.6349892008639308,1,2018,Wed Apr 18
637,Prior Lake,15,0.8076923076923077,0.7090069284064665,Burnsville,2,0.36,0.4025423728813559,0,2018,Fri Apr 27
638,Brainerd,0,0.08333333333333333,0.13901345291479822,Duluth,12,0.8461538461538461,0.6708860759493671,1,2018,Sat May 26
639,Mankato,17,0.4166666666666667,0.4609571788413098,Waconia,6,0.09090909090909093,0.2525252525252525,0,2019,Fri May 10
640,Irondale,8,0.9230769230769232,0.7096069868995634,Blaine,9,0.68,0.6119791666666666,1,2019,Fri Apr 26
641,Waconia,3,0.09090909090909093,0.2525252525252525,Holy Family,9,0.13043478260869565,0.2868020304568528,1,2019,Mon Apr 22
